07:02:00.090 [main] DEBUG	appLog: Program start
07:02:02.622 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `teacher` : value = 24
07:02:02.622 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`teacher`)  - enhanced for lazy-loading? - false
07:02:02.622 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Teacher#24]
07:02:02.622 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Teacher#24]
07:02:02.622 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Object not resolved in any cache: [entities.Teacher#24]
07:02:02.622 [main] TRACE	o.h.p.e.AbstractEntityPersister: Fetching entity: [entities.Teacher#24]
07:02:02.622 [main] DEBUG	o.h.SQL: select teacher0_.id as id1_3_0_, teacher0_.age as age2_3_0_, teacher0_.name as name3_3_0_, teacher0_.salary as salary4_3_0_ from Teachers teacher0_ where teacher0_.id=?
07:02:02.622 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Registering statement [com.mysql.cj.jdbc.ClientPreparedStatement: select teacher0_.id as id1_3_0_, teacher0_.age as age2_3_0_, teacher0_.name as name3_3_0_, teacher0_.salary as salary4_3_0_ from Teachers teacher0_ where teacher0_.id=** NOT SPECIFIED **]
07:02:02.622 [main] TRACE	o.h.e.j.i.JdbcCoordinatorImpl: Registering last query statement [com.mysql.cj.jdbc.ClientPreparedStatement: select teacher0_.id as id1_3_0_, teacher0_.age as age2_3_0_, teacher0_.name as name3_3_0_, teacher0_.salary as salary4_3_0_ from Teachers teacher0_ where teacher0_.id=** NOT SPECIFIED **]
07:02:02.623 [main] TRACE	o.h.t.d.s.BasicBinder: binding parameter [1] as [INTEGER] - [24]
07:02:02.623 [main] TRACE	o.h.l.p.e.i.AbstractLoadPlanBasedLoader: Bound [2] parameters total
07:02:02.623 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Registering result set [com.mysql.cj.jdbc.result.ResultSetImpl@592ca48c]
07:02:02.623 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Processing result set
07:02:02.623 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Starting ResultSet row #0
07:02:02.623 [main] DEBUG	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
07:02:02.623 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: hydrating entity state
07:02:02.623 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: Initializing object from ResultSet: [entities.Teacher#24]
07:02:02.623 [main] TRACE	o.h.p.e.AbstractEntityPersister: Hydrating entity: [entities.Teacher#24]
07:02:02.623 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([age2_3_0_] : [INTEGER]) - [41]
07:02:02.623 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([name3_3_0_] : [VARCHAR]) - [Янко Петр]
07:02:02.623 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([salary4_3_0_] : [INTEGER]) - [5000]
07:02:02.624 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Done processing result set (1 rows)
07:02:02.624 [main] TRACE	o.h.l.p.e.p.i.AbstractRowReader: Total objects hydrated: 1
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Teacher#24]
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `age` : value = 41
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`age`)  - enhanced for lazy-loading? - false
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `courses` : value = NOT NULL COLLECTION
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`courses`)  - enhanced for lazy-loading? - false
07:02:02.624 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Teacher.courses#24]] in any result-set context
07:02:02.624 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Teacher.courses#24]] not located in load context
07:02:02.624 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Teacher.courses#24]
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Янко Петр
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `salary` : value = 5000
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`salary`)  - enhanced for lazy-loading? - false
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Teacher#24]
07:02:02.624 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessingContextImpl: Skipping create subselects because there are fewer than 2 results, so query by key is more efficient.
07:02:02.624 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Releasing statement [com.mysql.cj.jdbc.ClientPreparedStatement: select teacher0_.id as id1_3_0_, teacher0_.age as age2_3_0_, teacher0_.name as name3_3_0_, teacher0_.salary as salary4_3_0_ from Teachers teacher0_ where teacher0_.id=24]
07:02:02.624 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Closing result set [com.mysql.cj.jdbc.result.ResultSetImpl@592ca48c]
07:02:02.624 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Closing prepared statement [com.mysql.cj.jdbc.ClientPreparedStatement: select teacher0_.id as id1_3_0_, teacher0_.age as age2_3_0_, teacher0_.name as name3_3_0_, teacher0_.salary as salary4_3_0_ from Teachers teacher0_ where teacher0_.id=24]
07:02:02.624 [main] TRACE	o.h.e.j.i.JdbcCoordinatorImpl: Starting after statement execution processing [AFTER_TRANSACTION]
07:02:02.624 [main] DEBUG	o.h.l.e.p.AbstractLoadPlanBasedEntityLoader: Done entity load : entities.Teacher#24
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `type` : value = DESIGN
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`type`)  - enhanced for lazy-loading? - false
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Course#24]
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Subscription#component[course,student]{student=entities.Student#70, course=entities.Course#24}]
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `subscriptionDate` : value = 2018-03-11 00:00:00.0
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`subscriptionDate`)  - enhanced for lazy-loading? - false
07:02:02.624 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Subscription#component[course,student]{student=entities.Student#70, course=entities.Course#24}]
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Course#34]
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `description` : value = Представляем вашему вниманию шикарный курс Управление репутацией
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`description`)  - enhanced for lazy-loading? - false
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `duration` : value = 3
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`duration`)  - enhanced for lazy-loading? - false
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Управление репутацией
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `price` : value = 12000
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`price`)  - enhanced for lazy-loading? - false
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `pricePerHour` : value = 4000.0
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`pricePerHour`)  - enhanced for lazy-loading? - false
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `students` : value = NOT NULL COLLECTION
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`students`)  - enhanced for lazy-loading? - false
07:02:02.625 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.students#34]] in any result-set context
07:02:02.625 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.students#34]] not located in load context
07:02:02.625 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Course.students#34]
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `studentsCount` : value = 99
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`studentsCount`)  - enhanced for lazy-loading? - false
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `subscriptions` : value = NOT NULL COLLECTION
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`subscriptions`)  - enhanced for lazy-loading? - false
07:02:02.625 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.subscriptions#34]] in any result-set context
07:02:02.625 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.subscriptions#34]] not located in load context
07:02:02.625 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Course.subscriptions#34]
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `teacher` : value = 25
07:02:02.625 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`teacher`)  - enhanced for lazy-loading? - false
07:02:02.625 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Teacher#25]
07:02:02.625 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Teacher#25]
07:02:02.625 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Object not resolved in any cache: [entities.Teacher#25]
07:02:02.625 [main] TRACE	o.h.p.e.AbstractEntityPersister: Fetching entity: [entities.Teacher#25]
07:02:02.625 [main] DEBUG	o.h.SQL: select teacher0_.id as id1_3_0_, teacher0_.age as age2_3_0_, teacher0_.name as name3_3_0_, teacher0_.salary as salary4_3_0_ from Teachers teacher0_ where teacher0_.id=?
07:02:02.625 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Registering statement [com.mysql.cj.jdbc.ClientPreparedStatement: select teacher0_.id as id1_3_0_, teacher0_.age as age2_3_0_, teacher0_.name as name3_3_0_, teacher0_.salary as salary4_3_0_ from Teachers teacher0_ where teacher0_.id=** NOT SPECIFIED **]
07:02:02.625 [main] TRACE	o.h.e.j.i.JdbcCoordinatorImpl: Registering last query statement [com.mysql.cj.jdbc.ClientPreparedStatement: select teacher0_.id as id1_3_0_, teacher0_.age as age2_3_0_, teacher0_.name as name3_3_0_, teacher0_.salary as salary4_3_0_ from Teachers teacher0_ where teacher0_.id=** NOT SPECIFIED **]
07:02:02.625 [main] TRACE	o.h.t.d.s.BasicBinder: binding parameter [1] as [INTEGER] - [25]
07:02:02.626 [main] TRACE	o.h.l.p.e.i.AbstractLoadPlanBasedLoader: Bound [2] parameters total
07:02:02.626 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Registering result set [com.mysql.cj.jdbc.result.ResultSetImpl@1961d75a]
07:02:02.626 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Processing result set
07:02:02.626 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Starting ResultSet row #0
07:02:02.626 [main] DEBUG	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
07:02:02.626 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: hydrating entity state
07:02:02.626 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: Initializing object from ResultSet: [entities.Teacher#25]
07:02:02.626 [main] TRACE	o.h.p.e.AbstractEntityPersister: Hydrating entity: [entities.Teacher#25]
07:02:02.626 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([age2_3_0_] : [INTEGER]) - [42]
07:02:02.626 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([name3_3_0_] : [VARCHAR]) - [Сияница Олег]
07:02:02.626 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([salary4_3_0_] : [INTEGER]) - [2000]
07:02:02.626 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Done processing result set (1 rows)
07:02:02.627 [main] TRACE	o.h.l.p.e.p.i.AbstractRowReader: Total objects hydrated: 1
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Teacher#25]
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `age` : value = 42
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`age`)  - enhanced for lazy-loading? - false
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `courses` : value = NOT NULL COLLECTION
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`courses`)  - enhanced for lazy-loading? - false
07:02:02.627 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Teacher.courses#25]] in any result-set context
07:02:02.627 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Teacher.courses#25]] not located in load context
07:02:02.627 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Teacher.courses#25]
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Сияница Олег
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `salary` : value = 2000
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`salary`)  - enhanced for lazy-loading? - false
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Teacher#25]
07:02:02.627 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessingContextImpl: Skipping create subselects because there are fewer than 2 results, so query by key is more efficient.
07:02:02.627 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Releasing statement [com.mysql.cj.jdbc.ClientPreparedStatement: select teacher0_.id as id1_3_0_, teacher0_.age as age2_3_0_, teacher0_.name as name3_3_0_, teacher0_.salary as salary4_3_0_ from Teachers teacher0_ where teacher0_.id=25]
07:02:02.627 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Closing result set [com.mysql.cj.jdbc.result.ResultSetImpl@1961d75a]
07:02:02.627 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Closing prepared statement [com.mysql.cj.jdbc.ClientPreparedStatement: select teacher0_.id as id1_3_0_, teacher0_.age as age2_3_0_, teacher0_.name as name3_3_0_, teacher0_.salary as salary4_3_0_ from Teachers teacher0_ where teacher0_.id=25]
07:02:02.627 [main] TRACE	o.h.e.j.i.JdbcCoordinatorImpl: Starting after statement execution processing [AFTER_TRANSACTION]
07:02:02.627 [main] DEBUG	o.h.l.e.p.AbstractLoadPlanBasedEntityLoader: Done entity load : entities.Teacher#25
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `type` : value = MARKETING
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`type`)  - enhanced for lazy-loading? - false
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Course#34]
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Subscription#component[course,student]{student=entities.Student#70, course=entities.Course#34}]
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `subscriptionDate` : value = 2018-06-19 00:00:00.0
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`subscriptionDate`)  - enhanced for lazy-loading? - false
07:02:02.627 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Subscription#component[course,student]{student=entities.Student#70, course=entities.Course#34}]
07:02:02.627 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Student.subscriptions#70]] in any result-set context
07:02:02.627 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Student.subscriptions#70]] located in load context
07:02:02.627 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Removing collection load entry [org.hibernate.engine.loading.internal.LoadingCollectionEntry<rs=com.mysql.cj.jdbc.result.ResultSetImpl@33a8c9c9, coll=[entities.Student.subscriptions#70]>@7cfb0c4c]
07:02:02.628 [main] DEBUG	o.h.e.l.i.CollectionLoadContext: 1 collections were found in result set for role: entities.Student.subscriptions
07:02:02.628 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Ending loading collection [org.hibernate.engine.loading.internal.LoadingCollectionEntry<rs=com.mysql.cj.jdbc.result.ResultSetImpl@33a8c9c9, coll=[entities.Student.subscriptions#70]>@7cfb0c4c]
07:02:02.628 [main] DEBUG	o.h.e.l.i.CollectionLoadContext: Collection fully initialized: [entities.Student.subscriptions#70]
07:02:02.628 [main] DEBUG	o.h.e.l.i.CollectionLoadContext: 1 collections initialized for role: entities.Student.subscriptions
07:02:02.628 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessingContextImpl: Skipping create subselects because there are fewer than 2 results, so query by key is more efficient.
07:02:02.628 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Releasing statement [com.mysql.cj.jdbc.ClientPreparedStatement: select subscripti0_.student_id as student_3_2_0_, subscripti0_.course_id as course_i2_2_0_, subscripti0_.course_id as course_i2_2_1_, subscripti0_.student_id as student_3_2_1_, subscripti0_.subscription_date as subscrip1_2_1_, course1_.id as id1_0_2_, course1_.description as descript2_0_2_, course1_.duration as duration3_0_2_, course1_.name as name4_0_2_, course1_.price as price5_0_2_, course1_.price_per_hour as price_pe6_0_2_, course1_.students_count as students7_0_2_, course1_.teacher_id as teacher_9_0_2_, course1_.type as type8_0_2_ from Subscriptions subscripti0_ inner join Courses course1_ on subscripti0_.course_id=course1_.id where subscripti0_.student_id=70]
07:02:02.628 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Closing result set [com.mysql.cj.jdbc.result.ResultSetImpl@33a8c9c9]
07:02:02.628 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Closing prepared statement [com.mysql.cj.jdbc.ClientPreparedStatement: select subscripti0_.student_id as student_3_2_0_, subscripti0_.course_id as course_i2_2_0_, subscripti0_.course_id as course_i2_2_1_, subscripti0_.student_id as student_3_2_1_, subscripti0_.subscription_date as subscrip1_2_1_, course1_.id as id1_0_2_, course1_.description as descript2_0_2_, course1_.duration as duration3_0_2_, course1_.name as name4_0_2_, course1_.price as price5_0_2_, course1_.price_per_hour as price_pe6_0_2_, course1_.students_count as students7_0_2_, course1_.teacher_id as teacher_9_0_2_, course1_.type as type8_0_2_ from Subscriptions subscripti0_ inner join Courses course1_ on subscripti0_.course_id=course1_.id where subscripti0_.student_id=70]
07:02:02.628 [main] TRACE	o.h.e.j.i.JdbcCoordinatorImpl: Starting after statement execution processing [AFTER_TRANSACTION]
07:02:02.628 [main] TRACE	o.h.e.i.StatefulPersistenceContext: Initializing non-lazy collections
07:02:02.628 [main] DEBUG	o.h.l.c.p.AbstractLoadPlanBasedCollectionInitializer: Done loading collection
07:02:02.628 [main] TRACE	o.h.e.i.DefaultInitializeCollectionEventListener: Collection initialized
07:02:02.628 [main] INFO	appLog: 			1. Subscription:	11.03.18 Sketch
07:02:02.628 [main] INFO	appLog: 			2. Subscription:	19.06.18 Управление репутацией
07:02:02.628 [main] INFO	appLog: 			3. Subscription:	17.08.18 Java-разработчик
07:02:02.628 [main] INFO	appLog: 		5. Student:	Лилов Тимофей
07:02:02.629 [main] TRACE	o.h.e.i.DefaultInitializeCollectionEventListener: Initializing collection [entities.Student.subscriptions#84]
07:02:02.629 [main] TRACE	o.h.e.i.DefaultInitializeCollectionEventListener: Checking second-level cache
07:02:02.629 [main] TRACE	o.h.e.i.DefaultInitializeCollectionEventListener: Collection not cached
07:02:02.629 [main] DEBUG	o.h.l.c.p.AbstractLoadPlanBasedCollectionInitializer: Loading collection: [entities.Student.subscriptions#84]
07:02:02.629 [main] DEBUG	o.h.SQL: select subscripti0_.student_id as student_3_2_0_, subscripti0_.course_id as course_i2_2_0_, subscripti0_.course_id as course_i2_2_1_, subscripti0_.student_id as student_3_2_1_, subscripti0_.subscription_date as subscrip1_2_1_, course1_.id as id1_0_2_, course1_.description as descript2_0_2_, course1_.duration as duration3_0_2_, course1_.name as name4_0_2_, course1_.price as price5_0_2_, course1_.price_per_hour as price_pe6_0_2_, course1_.students_count as students7_0_2_, course1_.teacher_id as teacher_9_0_2_, course1_.type as type8_0_2_ from Subscriptions subscripti0_ inner join Courses course1_ on subscripti0_.course_id=course1_.id where subscripti0_.student_id=?
07:02:02.629 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Registering statement [com.mysql.cj.jdbc.ClientPreparedStatement: select subscripti0_.student_id as student_3_2_0_, subscripti0_.course_id as course_i2_2_0_, subscripti0_.course_id as course_i2_2_1_, subscripti0_.student_id as student_3_2_1_, subscripti0_.subscription_date as subscrip1_2_1_, course1_.id as id1_0_2_, course1_.description as descript2_0_2_, course1_.duration as duration3_0_2_, course1_.name as name4_0_2_, course1_.price as price5_0_2_, course1_.price_per_hour as price_pe6_0_2_, course1_.students_count as students7_0_2_, course1_.teacher_id as teacher_9_0_2_, course1_.type as type8_0_2_ from Subscriptions subscripti0_ inner join Courses course1_ on subscripti0_.course_id=course1_.id where subscripti0_.student_id=** NOT SPECIFIED **]
07:02:02.629 [main] TRACE	o.h.e.j.i.JdbcCoordinatorImpl: Registering last query statement [com.mysql.cj.jdbc.ClientPreparedStatement: select subscripti0_.student_id as student_3_2_0_, subscripti0_.course_id as course_i2_2_0_, subscripti0_.course_id as course_i2_2_1_, subscripti0_.student_id as student_3_2_1_, subscripti0_.subscription_date as subscrip1_2_1_, course1_.id as id1_0_2_, course1_.description as descript2_0_2_, course1_.duration as duration3_0_2_, course1_.name as name4_0_2_, course1_.price as price5_0_2_, course1_.price_per_hour as price_pe6_0_2_, course1_.students_count as students7_0_2_, course1_.teacher_id as teacher_9_0_2_, course1_.type as type8_0_2_ from Subscriptions subscripti0_ inner join Courses course1_ on subscripti0_.course_id=course1_.id where subscripti0_.student_id=** NOT SPECIFIED **]
07:02:02.629 [main] TRACE	o.h.t.d.s.BasicBinder: binding parameter [1] as [INTEGER] - [84]
07:02:02.629 [main] TRACE	o.h.l.p.e.i.AbstractLoadPlanBasedLoader: Bound [2] parameters total
07:02:02.630 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Registering result set [com.mysql.cj.jdbc.result.ResultSetImpl@6b63abdc]
07:02:02.630 [main] DEBUG	o.h.l.p.e.p.i.ResultSetProcessorImpl: Preparing collection initializer : [entities.Student.subscriptions#84]
07:02:02.630 [main] TRACE	o.h.e.l.i.LoadContexts: Constructing collection load context for result set [com.mysql.cj.jdbc.result.ResultSetImpl@6b63abdc]
07:02:02.630 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Starting attempt to find loading collection [[entities.Student.subscriptions#84]]
07:02:02.630 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Student.subscriptions#84]] in any result-set context
07:02:02.630 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Student.subscriptions#84]] not located in load context
07:02:02.630 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Collection not yet initialized; initializing
07:02:02.630 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Processing result set
07:02:02.630 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Starting ResultSet row #0
07:02:02.630 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([course_i2_2_1_] : [INTEGER]) - [3]
07:02:02.630 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([student_3_2_1_] : [INTEGER]) - [84]
07:02:02.630 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([id1_0_2_] : [INTEGER]) - [3]
07:02:02.630 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Course#3]
07:02:02.630 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Course#3]
07:02:02.630 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Student#84]
07:02:02.630 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Student#84]
07:02:02.630 [main] DEBUG	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
07:02:02.630 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([student_3_2_0_] : [INTEGER]) - [84]
07:02:02.630 [main] DEBUG	o.h.l.p.e.p.i.CollectionReferenceInitializerImpl: Found row of collection: [entities.Student.subscriptions#84]
07:02:02.630 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Starting attempt to find loading collection [[entities.Student.subscriptions#84]]
07:02:02.630 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Student.subscriptions#84]] in any result-set context
07:02:02.630 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Student.subscriptions#84]] located in load context
07:02:02.630 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Found loading collection bound to current result set processing; reading row
07:02:02.630 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([course_i2_2_0_] : [INTEGER]) - [3]
07:02:02.631 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([student_3_2_0_] : [INTEGER]) - [84]
07:02:02.631 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Course#3]
07:02:02.631 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Course#3]
07:02:02.631 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Student#84]
07:02:02.631 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Student#84]
07:02:02.631 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Subscription#component[course,student]{student=entities.Student#84, course=entities.Course#3}]
07:02:02.631 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Subscription#component[course,student]{student=entities.Student#84, course=entities.Course#3}]
07:02:02.631 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Starting ResultSet row #1
07:02:02.631 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([course_i2_2_1_] : [INTEGER]) - [17]
