16:01:07.226 [main] DEBUG	appLog: Program start
16:01:09.425 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`description`)  - enhanced for lazy-loading? - false
16:01:09.425 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `duration` : value = 10
16:01:09.425 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`duration`)  - enhanced for lazy-loading? - false
16:01:09.425 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Мобильный разработчик с нуля
16:01:09.426 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
16:01:09.426 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `price` : value = 138000
16:01:09.426 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`price`)  - enhanced for lazy-loading? - false
16:01:09.426 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `pricePerHour` : value = 13800.0
16:01:09.426 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`pricePerHour`)  - enhanced for lazy-loading? - false
16:01:09.426 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `students` : value = NOT NULL COLLECTION
16:01:09.426 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`students`)  - enhanced for lazy-loading? - false
16:01:09.426 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.students#2]] in any result-set context
16:01:09.426 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.students#2]] not located in load context
16:01:09.426 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Course.students#2]
16:01:09.426 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `studentsCount` : value = 99
16:01:09.426 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`studentsCount`)  - enhanced for lazy-loading? - false
16:01:09.426 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `teacher` : value = 2
16:01:09.426 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`teacher`)  - enhanced for lazy-loading? - false
16:01:09.426 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Teacher#2]
16:01:09.426 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Teacher#2]
16:01:09.426 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `type` : value = PROGRAMMING
16:01:09.426 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`type`)  - enhanced for lazy-loading? - false
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Course#2]
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Teacher#2]
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `age` : value = 19
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`age`)  - enhanced for lazy-loading? - false
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `courses` : value = NOT NULL COLLECTION
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`courses`)  - enhanced for lazy-loading? - false
16:01:09.427 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Teacher.courses#2]] in any result-set context
16:01:09.427 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Teacher.courses#2]] not located in load context
16:01:09.427 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Teacher.courses#2]
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Яглинцев Владислав
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `salary` : value = 20000
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`salary`)  - enhanced for lazy-loading? - false
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Teacher#2]
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Course#12]
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `description` : value = Представляем вашему вниманию шикарный курс Веб-дизайн с нуля до PRO
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`description`)  - enhanced for lazy-loading? - false
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `duration` : value = 10
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`duration`)  - enhanced for lazy-loading? - false
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Веб-дизайн с нуля до PRO
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `price` : value = 40613
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`price`)  - enhanced for lazy-loading? - false
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `pricePerHour` : value = 4061.3
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`pricePerHour`)  - enhanced for lazy-loading? - false
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `students` : value = NOT NULL COLLECTION
16:01:09.427 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`students`)  - enhanced for lazy-loading? - false
16:01:09.427 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.students#12]] in any result-set context
16:01:09.428 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.students#12]] not located in load context
16:01:09.428 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Course.students#12]
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `studentsCount` : value = 99
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`studentsCount`)  - enhanced for lazy-loading? - false
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `teacher` : value = 12
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`teacher`)  - enhanced for lazy-loading? - false
16:01:09.428 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Teacher#12]
16:01:09.428 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Teacher#12]
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `type` : value = DESIGN
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`type`)  - enhanced for lazy-loading? - false
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Course#12]
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Teacher#12]
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `age` : value = 29
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`age`)  - enhanced for lazy-loading? - false
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `courses` : value = NOT NULL COLLECTION
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`courses`)  - enhanced for lazy-loading? - false
16:01:09.428 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Teacher.courses#12]] in any result-set context
16:01:09.428 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Teacher.courses#12]] not located in load context
16:01:09.428 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Teacher.courses#12]
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Александрович Викентий
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `salary` : value = 20000
16:01:09.428 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`salary`)  - enhanced for lazy-loading? - false
16:01:09.429 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Teacher#12]
16:01:09.429 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Student.courses#3]] in any result-set context
16:01:09.429 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Student.courses#3]] located in load context
16:01:09.429 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Removing collection load entry [org.hibernate.engine.loading.internal.LoadingCollectionEntry<rs=com.mysql.cj.jdbc.result.ResultSetImpl@499ee966, coll=[entities.Student.courses#3]>@733e6df7]
16:01:09.429 [main] DEBUG	o.h.e.l.i.CollectionLoadContext: 1 collections were found in result set for role: entities.Student.courses
16:01:09.429 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Ending loading collection [org.hibernate.engine.loading.internal.LoadingCollectionEntry<rs=com.mysql.cj.jdbc.result.ResultSetImpl@499ee966, coll=[entities.Student.courses#3]>@733e6df7]
16:01:09.429 [main] DEBUG	o.h.e.l.i.CollectionLoadContext: Collection fully initialized: [entities.Student.courses#3]
16:01:09.429 [main] DEBUG	o.h.e.l.i.CollectionLoadContext: 1 collections initialized for role: entities.Student.courses
16:01:09.429 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessingContextImpl: Skipping create subselects because there are fewer than 2 results, so query by key is more efficient.
16:01:09.429 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Releasing statement [com.mysql.cj.jdbc.ClientPreparedStatement: select courses0_.student_id as student_2_2_0_, courses0_.course_id as course_i1_2_0_, course1_.id as id1_0_1_, course1_.description as descript2_0_1_, course1_.duration as duration3_0_1_, course1_.name as name4_0_1_, course1_.price as price5_0_1_, course1_.price_per_hour as price_pe6_0_1_, course1_.students_count as students7_0_1_, course1_.teacher_id as teacher_9_0_1_, course1_.type as type8_0_1_, teacher2_.id as id1_3_2_, teacher2_.age as age2_3_2_, teacher2_.name as name3_3_2_, teacher2_.salary as salary4_3_2_ from Subscriptions courses0_ inner join Courses course1_ on courses0_.course_id=course1_.id left outer join Teachers teacher2_ on course1_.teacher_id=teacher2_.id where courses0_.student_id=3]
16:01:09.429 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Closing result set [com.mysql.cj.jdbc.result.ResultSetImpl@499ee966]
16:01:09.429 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Closing prepared statement [com.mysql.cj.jdbc.ClientPreparedStatement: select courses0_.student_id as student_2_2_0_, courses0_.course_id as course_i1_2_0_, course1_.id as id1_0_1_, course1_.description as descript2_0_1_, course1_.duration as duration3_0_1_, course1_.name as name4_0_1_, course1_.price as price5_0_1_, course1_.price_per_hour as price_pe6_0_1_, course1_.students_count as students7_0_1_, course1_.teacher_id as teacher_9_0_1_, course1_.type as type8_0_1_, teacher2_.id as id1_3_2_, teacher2_.age as age2_3_2_, teacher2_.name as name3_3_2_, teacher2_.salary as salary4_3_2_ from Subscriptions courses0_ inner join Courses course1_ on courses0_.course_id=course1_.id left outer join Teachers teacher2_ on course1_.teacher_id=teacher2_.id where courses0_.student_id=3]
16:01:09.429 [main] TRACE	o.h.e.j.i.JdbcCoordinatorImpl: Starting after statement execution processing [AFTER_TRANSACTION]
16:01:09.429 [main] TRACE	o.h.e.i.StatefulPersistenceContext: Initializing non-lazy collections
16:01:09.429 [main] DEBUG	o.h.l.c.p.AbstractLoadPlanBasedCollectionInitializer: Done loading collection
16:01:09.429 [main] TRACE	o.h.e.i.DefaultInitializeCollectionEventListener: Collection initialized
16:01:09.430 [main] INFO	appLog: — Course: 	- Мобильный разработчик с нуля
16:01:09.430 [main] INFO	appLog: — Course: 	- Веб-дизайн с нуля до PRO
16:01:09.430 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Course#3]
16:01:09.430 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Course#3]
16:01:09.430 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Object not resolved in any cache: [entities.Course#3]
16:01:09.430 [main] TRACE	o.h.p.e.AbstractEntityPersister: Fetching entity: [entities.Course#3]
16:01:09.431 [main] DEBUG	o.h.SQL: select course0_.id as id1_0_0_, course0_.description as descript2_0_0_, course0_.duration as duration3_0_0_, course0_.name as name4_0_0_, course0_.price as price5_0_0_, course0_.price_per_hour as price_pe6_0_0_, course0_.students_count as students7_0_0_, course0_.teacher_id as teacher_9_0_0_, course0_.type as type8_0_0_, teacher1_.id as id1_3_1_, teacher1_.age as age2_3_1_, teacher1_.name as name3_3_1_, teacher1_.salary as salary4_3_1_ from Courses course0_ left outer join Teachers teacher1_ on course0_.teacher_id=teacher1_.id where course0_.id=?
16:01:09.431 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Registering statement [com.mysql.cj.jdbc.ClientPreparedStatement: select course0_.id as id1_0_0_, course0_.description as descript2_0_0_, course0_.duration as duration3_0_0_, course0_.name as name4_0_0_, course0_.price as price5_0_0_, course0_.price_per_hour as price_pe6_0_0_, course0_.students_count as students7_0_0_, course0_.teacher_id as teacher_9_0_0_, course0_.type as type8_0_0_, teacher1_.id as id1_3_1_, teacher1_.age as age2_3_1_, teacher1_.name as name3_3_1_, teacher1_.salary as salary4_3_1_ from Courses course0_ left outer join Teachers teacher1_ on course0_.teacher_id=teacher1_.id where course0_.id=** NOT SPECIFIED **]
16:01:09.431 [main] TRACE	o.h.e.j.i.JdbcCoordinatorImpl: Registering last query statement [com.mysql.cj.jdbc.ClientPreparedStatement: select course0_.id as id1_0_0_, course0_.description as descript2_0_0_, course0_.duration as duration3_0_0_, course0_.name as name4_0_0_, course0_.price as price5_0_0_, course0_.price_per_hour as price_pe6_0_0_, course0_.students_count as students7_0_0_, course0_.teacher_id as teacher_9_0_0_, course0_.type as type8_0_0_, teacher1_.id as id1_3_1_, teacher1_.age as age2_3_1_, teacher1_.name as name3_3_1_, teacher1_.salary as salary4_3_1_ from Courses course0_ left outer join Teachers teacher1_ on course0_.teacher_id=teacher1_.id where course0_.id=** NOT SPECIFIED **]
16:01:09.431 [main] TRACE	o.h.t.d.s.BasicBinder: binding parameter [1] as [INTEGER] - [3]
16:01:09.431 [main] TRACE	o.h.l.p.e.i.AbstractLoadPlanBasedLoader: Bound [2] parameters total
16:01:09.432 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Registering result set [com.mysql.cj.jdbc.result.ResultSetImpl@32227215]
16:01:09.432 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Processing result set
16:01:09.432 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Starting ResultSet row #0
16:01:09.432 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([id1_3_1_] : [INTEGER]) - [10]
16:01:09.432 [main] DEBUG	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
16:01:09.432 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: hydrating entity state
16:01:09.432 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: Initializing object from ResultSet: [entities.Course#3]
16:01:09.432 [main] TRACE	o.h.p.e.AbstractEntityPersister: Hydrating entity: [entities.Course#3]
16:01:09.433 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([descript2_0_0_] : [VARCHAR]) - [Представляем вашему вниманию шикарный курс Java-разработчик]
16:01:09.433 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([duration3_0_0_] : [INTEGER]) - [5]
16:01:09.433 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([name4_0_0_] : [VARCHAR]) - [Java-разработчик]
16:01:09.433 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([price5_0_0_] : [INTEGER]) - [78000]
16:01:09.433 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([price_pe6_0_0_] : [FLOAT]) - [15600.0]
16:01:09.433 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([students7_0_0_] : [INTEGER]) - [176]
16:01:09.433 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([teacher_9_0_0_] : [INTEGER]) - [10]
16:01:09.433 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([type8_0_0_] : [VARCHAR]) - [PROGRAMMING]
16:01:09.433 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: hydrating entity state
16:01:09.433 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: Initializing object from ResultSet: [entities.Teacher#10]
16:01:09.433 [main] TRACE	o.h.p.e.AbstractEntityPersister: Hydrating entity: [entities.Teacher#10]
16:01:09.433 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([age2_3_1_] : [INTEGER]) - [27]
16:01:09.433 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([name3_3_1_] : [VARCHAR]) - [Лобан Эммануил]
16:01:09.433 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([salary4_3_1_] : [INTEGER]) - [8500]
16:01:09.433 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Done processing result set (1 rows)
16:01:09.433 [main] TRACE	o.h.l.p.e.p.i.AbstractRowReader: Total objects hydrated: 2
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Course#3]
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `description` : value = Представляем вашему вниманию шикарный курс Java-разработчик
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`description`)  - enhanced for lazy-loading? - false
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `duration` : value = 5
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`duration`)  - enhanced for lazy-loading? - false
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Java-разработчик
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `price` : value = 78000
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`price`)  - enhanced for lazy-loading? - false
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `pricePerHour` : value = 15600.0
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`pricePerHour`)  - enhanced for lazy-loading? - false
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `students` : value = NOT NULL COLLECTION
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`students`)  - enhanced for lazy-loading? - false
16:01:09.434 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.students#3]] in any result-set context
16:01:09.434 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.students#3]] not located in load context
16:01:09.434 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Course.students#3]
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `studentsCount` : value = 176
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`studentsCount`)  - enhanced for lazy-loading? - false
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `teacher` : value = 10
16:01:09.434 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`teacher`)  - enhanced for lazy-loading? - false
16:01:09.434 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Teacher#10]
16:01:09.435 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Teacher#10]
16:01:09.435 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `type` : value = PROGRAMMING
16:01:09.435 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`type`)  - enhanced for lazy-loading? - false
16:01:09.435 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Course#3]
16:01:09.435 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Teacher#10]
16:01:09.435 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `age` : value = 27
16:01:09.435 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`age`)  - enhanced for lazy-loading? - false
16:01:09.435 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `courses` : value = NOT NULL COLLECTION
16:01:09.435 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`courses`)  - enhanced for lazy-loading? - false
16:01:09.435 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Teacher.courses#10]] in any result-set context
16:01:09.435 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Teacher.courses#10]] not located in load context
16:01:09.435 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Teacher.courses#10]
16:01:09.435 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Лобан Эммануил
16:01:09.435 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
16:01:09.435 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `salary` : value = 8500
16:01:09.435 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`salary`)  - enhanced for lazy-loading? - false
16:01:09.435 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Teacher#10]
16:01:09.435 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessingContextImpl: Skipping create subselects because there are fewer than 2 results, so query by key is more efficient.
16:01:09.435 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Releasing statement [com.mysql.cj.jdbc.ClientPreparedStatement: select course0_.id as id1_0_0_, course0_.description as descript2_0_0_, course0_.duration as duration3_0_0_, course0_.name as name4_0_0_, course0_.price as price5_0_0_, course0_.price_per_hour as price_pe6_0_0_, course0_.students_count as students7_0_0_, course0_.teacher_id as teacher_9_0_0_, course0_.type as type8_0_0_, teacher1_.id as id1_3_1_, teacher1_.age as age2_3_1_, teacher1_.name as name3_3_1_, teacher1_.salary as salary4_3_1_ from Courses course0_ left outer join Teachers teacher1_ on course0_.teacher_id=teacher1_.id where course0_.id=3]
16:01:09.435 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Closing result set [com.mysql.cj.jdbc.result.ResultSetImpl@32227215]
16:01:09.435 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Closing prepared statement [com.mysql.cj.jdbc.ClientPreparedStatement: select course0_.id as id1_0_0_, course0_.description as descript2_0_0_, course0_.duration as duration3_0_0_, course0_.name as name4_0_0_, course0_.price as price5_0_0_, course0_.price_per_hour as price_pe6_0_0_, course0_.students_count as students7_0_0_, course0_.teacher_id as teacher_9_0_0_, course0_.type as type8_0_0_, teacher1_.id as id1_3_1_, teacher1_.age as age2_3_1_, teacher1_.name as name3_3_1_, teacher1_.salary as salary4_3_1_ from Courses course0_ left outer join Teachers teacher1_ on course0_.teacher_id=teacher1_.id where course0_.id=3]
16:01:09.435 [main] TRACE	o.h.e.j.i.JdbcCoordinatorImpl: Starting after statement execution processing [AFTER_TRANSACTION]
16:01:09.435 [main] TRACE	o.h.e.i.StatefulPersistenceContext: Initializing non-lazy collections
16:01:09.435 [main] DEBUG	o.h.l.e.p.AbstractLoadPlanBasedEntityLoader: Done entity load : entities.Course#3
16:01:09.435 [main] INFO	appLog: Course: 	Java-разработчик
16:01:09.436 [main] TRACE	o.h.e.i.DefaultInitializeCollectionEventListener: Initializing collection [entities.Course.students#3]
16:01:09.436 [main] TRACE	o.h.e.i.DefaultInitializeCollectionEventListener: Checking second-level cache
16:01:09.436 [main] TRACE	o.h.e.i.DefaultInitializeCollectionEventListener: Collection not cached
16:01:09.436 [main] DEBUG	o.h.l.c.p.AbstractLoadPlanBasedCollectionInitializer: Loading collection: [entities.Course.students#3]
16:01:09.436 [main] DEBUG	o.h.SQL: select students0_.course_id as course_i1_2_0_, students0_.student_id as student_2_2_0_, student1_.id as id1_1_1_, student1_.age as age2_1_1_, student1_.name as name3_1_1_, student1_.registration_date as registra4_1_1_ from Subscriptions students0_ inner join Students student1_ on students0_.student_id=student1_.id where students0_.course_id=?
16:01:09.436 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Registering statement [com.mysql.cj.jdbc.ClientPreparedStatement: select students0_.course_id as course_i1_2_0_, students0_.student_id as student_2_2_0_, student1_.id as id1_1_1_, student1_.age as age2_1_1_, student1_.name as name3_1_1_, student1_.registration_date as registra4_1_1_ from Subscriptions students0_ inner join Students student1_ on students0_.student_id=student1_.id where students0_.course_id=** NOT SPECIFIED **]
16:01:09.437 [main] TRACE	o.h.e.j.i.JdbcCoordinatorImpl: Registering last query statement [com.mysql.cj.jdbc.ClientPreparedStatement: select students0_.course_id as course_i1_2_0_, students0_.student_id as student_2_2_0_, student1_.id as id1_1_1_, student1_.age as age2_1_1_, student1_.name as name3_1_1_, student1_.registration_date as registra4_1_1_ from Subscriptions students0_ inner join Students student1_ on students0_.student_id=student1_.id where students0_.course_id=** NOT SPECIFIED **]
16:01:09.437 [main] TRACE	o.h.t.d.s.BasicBinder: binding parameter [1] as [INTEGER] - [3]
16:01:09.437 [main] TRACE	o.h.l.p.e.i.AbstractLoadPlanBasedLoader: Bound [2] parameters total
16:01:09.437 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Registering result set [com.mysql.cj.jdbc.result.ResultSetImpl@4e375bba]
16:01:09.437 [main] DEBUG	o.h.l.p.e.p.i.ResultSetProcessorImpl: Preparing collection initializer : [entities.Course.students#3]
16:01:09.437 [main] TRACE	o.h.e.l.i.LoadContexts: Constructing collection load context for result set [com.mysql.cj.jdbc.result.ResultSetImpl@4e375bba]
16:01:09.438 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Starting attempt to find loading collection [[entities.Course.students#3]]
16:01:09.438 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.students#3]] in any result-set context
16:01:09.438 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.students#3]] not located in load context
16:01:09.438 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Collection not yet initialized; initializing
16:01:09.438 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Processing result set
16:01:09.438 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Starting ResultSet row #0
